id,name,height,weight,genus,description,types,abilities
397,Staravia,6.00,155.00,Starling Pokemon,"It lives in forests and fields. Squabbles over
territory occur when flocks collide.","[flying, normal]","[reckless, intimidate]"
398,Staraptor,12.00,249.00,Predator Pokemon,"When Staravia evolve into Staraptor, they leave the
flock to live alone. They have sturdy wings.","[flying, normal]","[reckless, intimidate]"
399,Bidoof,5.00,200.00,Plump Mouse Pokemon,"It constantly gnaws on logs and rocks to whittle
down its front teeth. It nests alongside water.",[normal],"[moody, unaware, simple]"
400,Bibarel,10.00,315.00,Beaver Pokemon,"It makes its nest by damming streams with bark and
mud. It is known as an industrious worker.","[water, normal]","[moody, unaware, simple]"
401,Kricketot,3.00,22.00,Cricket Pokemon,"When its antennae hit each other, it sounds like the
music of a xylophone.",[bug],"[run-away, shed-skin]"
402,Kricketune,10.00,255.00,Cricket Pokemon,"It signals its emotions with its melodies. Scientists
are studying these melodic patterns.",[bug],"[technician, swarm]"
403,Shinx,5.00,95.00,Flash Pokemon,"All of its fur dazzles if danger is sensed. It flees
while the foe is momentarily blinded.",[electric],"[guts, intimidate, rivalry]"
404,Luxio,9.00,305.00,Spark Pokemon,"Strong electricity courses through the tips of its
sharp claws. A light scratch causes fainting in foes.",[electric],"[guts, intimidate, rivalry]"
405,Luxray,14.00,420.00,Gleam Eyes Pokemon,"Luxray's ability to see through objects comes in
handy when it's scouting for danger.",[electric],"[guts, intimidate, rivalry]"
406,Budew,2.00,12.00,Bud Pokemon,"Over the winter, it closes its bud and endures the
cold. In spring, the bud opens and releases pollen.","[poison, grass]","[leaf-guard, poison-point, natural-cure]"
407,Roserade,9.00,145.00,Bouquet Pokemon,"With the movements of a dancer, it strikes with
whips that are densely lined with poison thorns.","[poison, grass]","[technician, poison-point, natural-cure]"
408,Cranidos,9.00,315.00,Head Butt Pokemon,"In rock layers where Cranidos fossils are found,
the fossilized trunks of trees snapped in two
are also often found.",[rock],"[sheer-force, mold-breaker]"
409,Rampardos,16.00,1025.00,Head Butt Pokemon,"Records exist of a revived fossil that evolved
into Rampardos. It proceeded to escape and
then destroy a skyscraper with a headbutt.",[rock],"[sheer-force, mold-breaker]"
410,Shieldon,5.00,570.00,Shield Pokemon,"This Pokemon lived in primeval jungles. Few
enemies would have been willing to square off
against its heavily armored face, so it's thought.","[steel, rock]","[soundproof, sturdy]"
411,Bastiodon,13.00,1495.00,Shield Pokemon,"It lived in the same environments as Rampardos.
Their fossils have been found togetherâ€
seemingly from after they'd fought to the finish.","[steel, rock]","[soundproof, sturdy]"
412,Burmy,2.00,34.00,Bagworm Pokemon,"If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby.",[bug],"[overcoat, shed-skin]"
413,Wormadam,5.00,65.00,Bagworm Pokemon,"When Burmy evolved, its cloak became a part of
this Pokemon's body. The cloak is never shed.","[grass, bug]","[overcoat, anticipation]"
414,Mothim,9.00,233.00,Moth Pokemon,"It flutters around at night and steals honey from
the Combee hive.","[flying, bug]","[tinted-lens, swarm]"
415,Combee,3.00,55.00,Tiny Bee Pokemon,"It collects and delivers honey to its colony.
At night, they cluster to form a beehive and sleep.","[flying, bug]","[hustle, honey-gather]"
416,Vespiquen,12.00,385.00,Beehive Pokemon,"Its abdomen is a honeycomb for grubs. It raises its
grubs on honey collected by Combee.","[flying, bug]","[unnerve, pressure]"
417,Pachirisu,4.00,39.00,EleSquirrel Pokemon,"A pair may be seen rubbing their cheek pouches
together in an effort to share stored electricity.",[electric],"[volt-absorb, pickup, run-away]"
418,Buizel,7.00,295.00,Sea Weasel Pokemon,"It inflates the flotation sac around its neck and
pokes its head out of the water to see what is
going on.",[water],"[water-veil, swift-swim]"
419,Floatzel,11.00,335.00,Sea Weasel Pokemon,"Its flotation sac developed as a result of pursuing
aquatic prey. It can double as a rubber raft.",[water],"[water-veil, swift-swim]"
420,Cherubi,4.00,33.00,Cherry Pokemon,"It evolves by sucking the energy out of the small
ball where it had been storing nutrients.",[grass],[chlorophyll]
421,Cherrim,5.00,93.00,Blossom Pokemon,"If it senses strong sunlight, it opens its folded
petals to absorb the sun's rays with its whole body.",[grass],[flower-gift]
422,Shellos,3.00,63.00,Sea Slug Pokemon,"Purple mucus sticks to the hands of anyone
who touches it. Take care, as the substance is
troublesome to wash off. ",[water],"[sand-force, storm-drain, sticky-hold]"
423,Gastrodon,9.00,299.00,Sea Slug Pokemon,"Plankton, invisible to the naked eye, is its main
food source. It comes onto the land periodically,
but the reason for this is not known.","[ground, water]","[sand-force, storm-drain, sticky-hold]"
424,Ambipom,12.00,203.00,Long Tail Pokemon,"To eat, it deftly shucks nuts with its two tails.
It rarely uses its arms now.",[normal],"[skill-link, pickup, technician]"
425,Drifloon,4.00,12.00,Balloon Pokemon,"If for some reason its body bursts, its soul spills
out with a screaming sound.","[flying, ghost]","[flare-boost, unburden, aftermath]"
426,Drifblim,12.00,150.00,Blimp Pokemon,"Even while under careful observation, large
flocks of Drifblim flying at dusk will inexplicably
disappear from view.","[flying, ghost]","[flare-boost, unburden, aftermath]"
427,Buneary,4.00,55.00,Rabbit Pokemon,"When it senses danger, it perks up its ears.
On cold nights, it sleeps with its head tucked into
its fur.",[normal],"[limber, klutz, run-away]"
428,Lopunny,12.00,333.00,Rabbit Pokemon,"The ears appear to be delicate. If they are touched
roughly, it kicks with its graceful legs.",[normal],"[limber, klutz, cute-charm]"
429,Mismagius,9.00,44.00,Magical Pokemon,"Mismagius have been known to cast spells to
make people fall in love, so some people search
for this Pokemon as if their life depended on it.",[ghost],[levitate]
430,Honchkrow,9.00,273.00,Big Boss Pokemon,"If its Murkrow cronies fail to catch food for it,
or if it feels they have betrayed it, it will hunt
them down wherever they are and punish them.","[flying, dark]","[moxie, super-luck, insomnia]"
431,Glameow,5.00,39.00,Catty Pokemon,"When it's happy, Glameow demonstrates beautiful
movements of its tail, like a dancing ribbon.",[normal],"[keen-eye, own-tempo, limber]"
432,Purugly,10.00,438.00,Tiger Cat Pokemon,"To make itself appear intimidatingly beefy, it tightly
cinches its waist with its twin tails.",[normal],"[defiant, own-tempo, thick-fat]"
433,Chingling,2.00,6.00,Bell Pokemon,"There is an orb inside its mouth. When it hops,
the orb bounces all over and makes a
ringing sound.",[psychic],[levitate]
434,Stunky,4.00,192.00,Skunk Pokemon,"It protects itself by spraying a noxious fluid from its
rear. The stench lingers for 24 hours.","[dark, poison]","[keen-eye, aftermath, stench]"
435,Skuntank,10.00,380.00,Skunk Pokemon,"It sprays a stinky fluid from its tail. The fluid smells
worse the longer it is allowed to fester.","[dark, poison]","[keen-eye, aftermath, stench]"
436,Bronzor,5.00,605.00,Bronze Pokemon,"Implements shaped like it were discovered in
ancient tombs. It is unknown if they are related.","[psychic, steel]","[heavy-metal, heatproof, levitate]"
437,Bronzong,13.00,1870.00,Bronze Bell Pokemon,"Ancient people believed that petitioning Bronzong
for rain was the way to make crops grow.","[psychic, steel]","[heavy-metal, heatproof, levitate]"
438,Bonsly,5.00,150.00,Bonsai Pokemon,"From its eyes, it can expel excess moisture from
its body. This liquid is similar in composition to
human sweat.",[rock],"[rattled, rock-head, sturdy]"
439,Mime Jr.,6.00,130.00,Mime Pokemon,"It habitually mimics foes. Once mimicked, the foe
cannot take its eyes off this Pokemon.","[fairy, psychic]","[technician, filter, soundproof]"
440,Happiny,6.00,244.00,Playhouse Pokemon,"It's too small to lay eggs yet. As a surrogate,
it searches out round white stones.",[normal],"[friend-guard, serene-grace, natural-cure]"
441,Chatot,5.00,19.00,Music Note Pokemon,"It can learn and speak human words. If they gather,
they all learn the same saying.","[flying, normal]","[big-pecks, tangled-feet, keen-eye]"
442,Spiritomb,10.00,1080.00,Forbidden Pokemon,"It was bound to a fissure in an odd keystone as
punishment for misdeeds 500 years ago.","[dark, ghost]","[infiltrator, pressure]"
443,Gible,7.00,205.00,Land Shark Pokemon,"It skulks in caves, and when prey or an enemy
passes by, it leaps out and chomps them. The
force of its attack sometimes chips its teeth.","[ground, dragon]","[rough-skin, sand-veil]"
444,Gabite,14.00,560.00,Cave Pokemon,"Shiny objects are its passion. It can be found in
its cave, scarcely moving, its gaze fixed on the
jewels it's amassed or Carbink it has caught.","[ground, dragon]","[rough-skin, sand-veil]"
445,Garchomp,19.00,950.00,Mach Pokemon,"The protuberances on its head serve as
sensors. It can even detect distant prey.","[ground, dragon]","[rough-skin, sand-veil]"
446,Munchlax,6.00,1050.00,Big Eater Pokemon,"When it finds something that looks like it might
be edible, it goes right ahead and swallows it
whole. That's why it gets fatter day by day.",[normal],"[gluttony, thick-fat, pickup]"
447,Riolu,7.00,202.00,Emanation Pokemon,"It's tough enough to run right through the night,
and it's also a hard worker, but it's still just
a youngster.",[fighting],"[prankster, inner-focus, steadfast]"
448,Lucario,12.00,540.00,Aura Pokemon,"They can detect the species of a living beingâ€
and its emotionsâ€from over half a mile away.
They control auras and hunt their prey in packs.","[steel, fighting]","[justified, inner-focus, steadfast]"
449,Hippopotas,8.00,495.00,Hippo Pokemon,"It enshrouds itself with sand to protect itself from
germs. It does not enjoy getting wet.",[ground],"[sand-force, sand-stream]"
450,Hippowdon,20.00,3000.00,Heavyweight Pokemon,"It blasts internally stored sand from ports on its
body to create a towering twister for attack.",[ground],"[sand-force, sand-stream]"
451,Skorupi,8.00,120.00,Scorpion Pokemon,"It burrows under the sand to lie in wait for prey.
Its tail claws can inject its prey with a
savage poison.","[bug, poison]","[keen-eye, sniper, battle-armor]"
452,Drapion,13.00,615.00,Ogre Scorpion Pokemon,"It has the power in its clawed arms to make scrap
of a car. The tips of its claws release poison.","[dark, poison]","[keen-eye, sniper, battle-armor]"
453,Croagunk,7.00,230.00,Toxic Mouth Pokemon,"Inflating its poison sacs, it fills the area with an odd
sound and hits flinching opponents with a
poison jab.","[fighting, poison]","[poison-touch, dry-skin, anticipation]"
454,Toxicroak,13.00,444.00,Toxic Mouth Pokemon,"Its knuckle claws secrete a toxin so vile that even a
scratch could prove fatal.","[fighting, poison]","[poison-touch, dry-skin, anticipation]"
455,Carnivine,14.00,270.00,Bug Catcher Pokemon,"It binds itself to trees in marshes. It attracts prey
with its sweet-smelling drool and gulps them down.",[grass],[levitate]
456,Finneon,4.00,70.00,Wing Fish Pokemon,"Its double tail fins propel its energetic jumps.
When it breaks the surface of the sea, Wingull
swoop down to grab it on the fly.",[water],"[water-veil, storm-drain, swift-swim]"
457,Lumineon,12.00,240.00,Neon Pokemon,"This deep-sea Pokemon lives at the bottom of
the sea. Its fins haul it over the seabed in
search of its favorite foodâ€Starmie.",[water],"[water-veil, storm-drain, swift-swim]"
458,Mantyke,10.00,650.00,Kite Pokemon,"When it swims close to the surface of the ocean,
people aboard ships are able to observe the pattern
on its back.","[flying, water]","[water-veil, water-absorb, swift-swim]"
459,Snover,10.00,505.00,Frost Tree Pokemon,"In the spring, it grows berries with the texture of
frozen treats around its belly.","[ice, grass]","[soundproof, snow-warning]"
460,Abomasnow,22.00,1355.00,Frost Tree Pokemon,"It lives a quiet life on mountains that are perpetually
covered in snow. It hides itself by whipping
up blizzards.","[ice, grass]","[soundproof, snow-warning]"
461,Weavile,11.00,340.00,Sharp Claw Pokemon,"They dwell in cold places. This Pokemon's main
food source in Alola is Vulpix and Sandshrew,
which they carefully divide among their group.","[ice, dark]","[pickpocket, pressure]"
462,Magnezone,12.00,1800.00,Magnet Area Pokemon,"As it zooms through the sky, this Pokemon
seems to be receiving signals of unknown origin,
while transmitting signals of unknown purpose.","[steel, electric]","[analytic, sturdy, magnet-pull]"
463,Lickilicky,17.00,1400.00,Licking Pokemon,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate.",[normal],"[cloud-nine, oblivious, own-tempo]"
464,Rhyperior,24.00,2828.00,Drill Pokemon,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times.","[rock, ground]","[reckless, solid-rock, lightning-rod]"
465,Tangrowth,20.00,1286.00,Vine Pokemon,"Its vines grow so profusely that, in the warm
season, you can't even see its eyes.",[grass],"[regenerator, leaf-guard, chlorophyll]"
466,Electivire,18.00,1386.00,Thunderbolt Pokemon,"When it gets excited, it thumps its chest. With
every thud, thunder roars and electric sparks
shower all around.",[electric],"[vital-spirit, motor-drive]"
467,Magmortar,16.00,680.00,Blast Pokemon,"From its arm, it launches fireballs hotter than
3,500 degrees Fahrenheit. Its arm starts to
melt when it fires a whole barrage.",[fire],"[vital-spirit, flame-body]"
468,Togekiss,15.00,380.00,Jubilee Pokemon,"It shares many blessings with people who respect
one another's rights and avoid needless strife.","[flying, fairy]","[super-luck, serene-grace, hustle]"
469,Yanmega,19.00,515.00,Ogre Darner Pokemon,"This six-legged Pokemon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced.","[flying, bug]","[frisk, tinted-lens, speed-boost]"
470,Leafeon,10.00,255.00,Verdant Pokemon,"The younger they are, the more they smell like
fresh grass. With age, their fragrance takes on
the odor of fallen leaves.",[grass],"[chlorophyll, leaf-guard]"
471,Glaceon,8.00,259.00,Fresh Snow Pokemon,"It freezes its fur into icicles, spiky and sharp,
and tackles its prey.",[ice],"[ice-body, snow-cloak]"
472,Gliscor,20.00,425.00,Fang Scorpion Pokemon,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest.","[flying, ground]","[poison-heal, sand-veil, hyper-cutter]"
473,Mamoswine,25.00,2910.00,Twin Tusk Pokemon,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age.","[ground, ice]","[thick-fat, snow-cloak, oblivious]"
474,Porygon-Z,9.00,340.00,Virtual Pokemon,"Its program was modified to facilitate
extra-dimensional activities, but that led to
noticeably strange behavior.",[normal],"[analytic, download, adaptability]"
475,Gallade,16.00,520.00,Blade Pokemon,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows.","[fighting, psychic]","[justified, steadfast]"
476,Probopass,14.00,3400.00,Compass Pokemon,"The main body controls three mobile units called
Mini-Noses, which it maneuvers to catch prey.","[steel, rock]","[sand-force, magnet-pull, sturdy]"
477,Dusknoir,22.00,1066.00,Gripper Pokemon,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there.",[ghost],"[frisk, pressure]"
478,Froslass,13.00,266.00,Snow Land Pokemon,"The soul of a woman lost on a snowy mountain
possessed an icicle, becoming this Pokemon.
The food it most relishes is the souls of men.","[ghost, ice]","[cursed-body, snow-cloak]"
479,Rotom,3.00,3.00,Plasma Pokemon,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc.","[ghost, electric]",[levitate]
480,Uxie,3.00,3.00,Knowledge Pokemon,"It is said that its emergence gave humans the
intelligence to improve their quality of life.",[psychic],[levitate]
481,Mesprit,3.00,3.00,Emotion Pokemon,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake's surface.",[psychic],[levitate]
482,Azelf,3.00,3.00,Willpower Pokemon,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg.",[psychic],[levitate]
483,Dialga,54.00,6830.00,Temporal Pokemon,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity.","[dragon, steel]","[telepathy, pressure]"
484,Palkia,42.00,3360.00,Spatial Pokemon,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology.","[dragon, water]","[telepathy, pressure]"
485,Heatran,17.00,4300.00,Lava Dome Pokemon,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves.","[steel, fire]","[flame-body, flash-fire]"
486,Regigigas,37.00,4200.00,Colossal Pokemon,"There is an enduring legend that states this
Pokemon towed continents with ropes.",[normal],[slow-start]
487,Giratina,45.00,7500.00,Renegade Pokemon,"It was banished for its violence. It silently gazed
upon the old world from the Distortion World.","[dragon, ghost]","[telepathy, pressure]"
488,Cresselia,15.00,856.00,Lunar Pokemon,"Those who sleep holding Cresselia's feather are
assured of joyful dreams. It is said to represent
the crescent moon.",[psychic],[levitate]
489,Phione,4.00,31.00,Sea Drifter Pokemon,"It drifts in warm seas. It always returns to where it
was born, no matter how far it may have drifted.",[water],[hydration]
490,Manaphy,3.00,14.00,Seafaring Pokemon,"It starts its life with a wondrous power that permits
it to bond with any kind of Pokemon.",[water],[hydration]
491,Darkrai,15.00,505.00,Pitch-Black Pokemon,"It can lull people to sleep and make them dream.
It is active during nights of the new moon.",[dark],[bad-dreams]
492,Shaymin,2.00,21.00,Gratitude Pokemon,"The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers.",[grass],[natural-cure]
493,Arceus,32.00,3200.00,Alpha Pokemon,"It is told in mythology that this Pokemon was born
before the universe even existed.",[normal],[multitype]
494,Victini,4.00,40.00,Victory Pokemon,"When it shares the infinite energy it creates,
that being's entire body will be overflowing
with power.","[fire, psychic]",[victory-star]
495,Snivy,6.00,81.00,Grass Snake Pokemon,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop.",[grass],"[contrary, overgrow]"
496,Servine,8.00,160.00,Grass Snake Pokemon,"When it gets dirty, its leaves can't be used in
photosynthesis, so it always keeps itself clean.",[grass],"[contrary, overgrow]"
497,Serperior,33.00,630.00,Regal Pokemon,"It can stop its opponents' movements with just a
glare. It takes in solar energy and boosts
it internally.",[grass],"[contrary, overgrow]"
498,Tepig,5.00,99.00,Fire Pig Pokemon,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp.",[fire],"[thick-fat, blaze]"
499,Pignite,10.00,555.00,Fire Pig Pokemon,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke.","[fighting, fire]","[thick-fat, blaze]"
500,Emboar,16.00,1500.00,Mega Fire Pig Pokemon,"It has mastered fast and powerful fighting moves.
It grows a beard of fire.","[fighting, fire]","[reckless, blaze]"
501,Oshawott,5.00,59.00,Sea Otter Pokemon,"It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing.",[water],"[shell-armor, torrent]"
502,Dewott,8.00,245.00,Discipline Pokemon,"As a result of strict training, each Dewott learns
different forms for using the scalchops.",[water],"[shell-armor, torrent]"
503,Samurott,15.00,946.00,Formidable Pokemon,"One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody.",[water],"[shell-armor, torrent]"
504,Patrat,5.00,116.00,Scout Pokemon,"Extremely cautious, one of them will always be on
the lookout, but it won't notice a foe coming
from behind.",[normal],"[analytic, keen-eye, run-away]"
505,Watchog,11.00,270.00,Lookout Pokemon,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches.",[normal],"[analytic, keen-eye, illuminate]"
506,Lillipup,4.00,41.00,Puppy Pokemon,"The long fur surrounding its face functions as
radar, enabling it to probe the condition of its
battle opponents.",[normal],"[run-away, pickup, vital-spirit]"
507,Herdier,9.00,147.00,Loyal Dog Pokemon,"This Pokemon obeys its master's orders
faithfully. However, it refuses to listen to
anything said by a person it doesn't respect.",[normal],"[scrappy, sand-rush, intimidate]"
508,Stoutland,12.00,610.00,Big-Hearted Pokemon,"With this wise Pokemon, there could be no
concern that it would ever attack people. Some
parents even trust it to babysit.",[normal],"[scrappy, sand-rush, intimidate]"
509,Purrloin,4.00,101.00,Devious Pokemon,"They steal from people for fun, but their victims
can't help but forgive them. Their deceptively cute
act is perfect.",[dark],"[prankster, unburden, limber]"
510,Liepard,11.00,375.00,Cruel Pokemon,"Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react.",[dark],"[prankster, unburden, limber]"
511,Pansage,6.00,105.00,Grass Monkey Pokemon,"It's good at finding berries and gathers them from
all over. It's kind enough to share them
with friends.",[grass],"[overgrow, gluttony]"
512,Simisage,11.00,305.00,Thorn Monkey Pokemon,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter.",[grass],"[overgrow, gluttony]"
513,Pansear,6.00,110.00,High Temp Pokemon,"This Pokemon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit.",[fire],"[blaze, gluttony]"
514,Simisear,10.00,280.00,Ember Pokemon,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets.",[fire],"[blaze, gluttony]"
515,Panpour,6.00,135.00,Spray Pokemon,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large.",[water],"[torrent, gluttony]"
516,Simipour,10.00,290.00,Geyser Pokemon,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail.",[water],"[torrent, gluttony]"
517,Munna,6.00,233.00,Dream Eater Pokemon,"It eats the dreams of people and Pokemon. When it
eats a pleasant dream, it expels pink-colored mist.",[psychic],"[telepathy, synchronize, forewarn]"
518,Musharna,11.00,605.00,Drowsing Pokemon,"The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten.",[psychic],"[telepathy, synchronize, forewarn]"
519,Pidove,3.00,21.00,Tiny Pigeon Pokemon,"These Pokemon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas.","[flying, normal]","[rivalry, super-luck, big-pecks]"
520,Tranquill,6.00,150.00,Wild Pigeon Pokemon,"No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer.","[flying, normal]","[rivalry, super-luck, big-pecks]"
521,Unfezant,12.00,290.00,Proud Pokemon,"Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers.","[flying, normal]","[rivalry, super-luck, big-pecks]"
522,Blitzle,8.00,298.00,Electrified Pokemon,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate.",[electric],"[sap-sipper, motor-drive, lightning-rod]"
523,Zebstrika,16.00,795.00,Thunderbolt Pokemon,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates.",[electric],"[sap-sipper, motor-drive, lightning-rod]"
524,Roggenrola,4.00,180.00,Mantle Pokemon,"The hexagonal cavity is its ear. It walks in the
direction of sounds it hears, but if the sounds
cease, it panics and topples over.",[rock],"[sand-force, weak-armor, sturdy]"
525,Boldore,9.00,1020.00,Ore Pokemon,"It explores caves in search of underground
water. It's not comfortable around water, so
this Pokemon takes great care in lapping it up.",[rock],"[sand-force, weak-armor, sturdy]"
526,Gigalith,17.00,2600.00,Compressed Pokemon,"Known for its hefty horsepower, this Pokemon
is a popular partner for construction workers.",[rock],"[sand-force, sand-stream, sturdy]"
527,Woobat,4.00,21.00,Bat Pokemon,"The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune.","[flying, psychic]","[simple, klutz, unaware]"
528,Swoobat,9.00,105.00,Courting Pokemon,"Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift.","[flying, psychic]","[simple, klutz, unaware]"
529,Drilbur,3.00,85.00,Mole Pokemon,"By spinning its body, it can dig straight through the
ground at a speed of 30 mph.",[ground],"[mold-breaker, sand-force, sand-rush]"
530,Excadrill,7.00,404.00,Subterrene Pokemon,"More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels.","[steel, ground]","[mold-breaker, sand-force, sand-rush]"
531,Audino,11.00,310.00,Hearing Pokemon,"It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling.",[normal],"[klutz, regenerator, healer]"
532,Timburr,6.00,125.00,Muscular Pokemon,"Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs.",[fighting],"[iron-fist, sheer-force, guts]"
533,Gurdurr,12.00,400.00,Muscular Pokemon,"This Pokemon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch.",[fighting],"[iron-fist, sheer-force, guts]"
534,Conkeldurr,14.00,870.00,Muscular Pokemon,"Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete.",[fighting],"[iron-fist, sheer-force, guts]"
535,Tympole,5.00,45.00,Tadpole Pokemon,"By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk.",[water],"[water-absorb, hydration, swift-swim]"
536,Palpitoad,8.00,170.00,Vibration Pokemon,"It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents.","[ground, water]","[water-absorb, hydration, swift-swim]"
537,Seismitoad,15.00,620.00,Vibration Pokemon,"They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents.","[ground, water]","[water-absorb, poison-touch, swift-swim]"
538,Throh,13.00,555.00,Judo Pokemon,"When it encounters a foe bigger than itself, it wants
to throw it. It changes belts as it gets stronger.",[fighting],"[mold-breaker, inner-focus, guts]"
539,Sawk,14.00,510.00,Karate Pokemon,"Tying their belts gets them pumped and makes their
punches more destructive. Disturbing their training
angers them.",[fighting],"[mold-breaker, inner-focus, sturdy]"
540,Sewaddle,3.00,25.00,Sewing Pokemon,"Since this Pokemon makes its own clothes out of
leaves, it is a popular mascot for fashion designers.","[grass, bug]","[overcoat, chlorophyll, swarm]"
541,Swadloon,5.00,73.00,Leaf-Wrapped Pokemon,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests.","[grass, bug]","[overcoat, chlorophyll, leaf-guard]"
542,Leavanny,12.00,205.00,Nurturing Pokemon,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle.","[grass, bug]","[overcoat, chlorophyll, swarm]"
543,Venipede,4.00,53.00,Centipede Pokemon,"Its bite injects a potent poison, enough to paralyze
large bird Pokemon that try to prey on it.","[poison, bug]","[speed-boost, swarm, poison-point]"
544,Whirlipede,12.00,585.00,Curlipede Pokemon,"It is usually motionless, but when attacked,
it rotates at high speed and then crashes into
its opponent.","[poison, bug]","[speed-boost, swarm, poison-point]"
545,Scolipede,25.00,2005.00,Megapede Pokemon,"With quick movements, it chases down its foes,
attacking relentlessly with its horns until it prevails.","[poison, bug]","[speed-boost, swarm, poison-point]"
546,Cottonee,3.00,6.00,Cotton Puff Pokemon,"Pillows and beds stuffed with cotton exhaled
by Cottonee are soft and puffy, light and airyâ€
altogether top quality.","[fairy, grass]","[chlorophyll, infiltrator, prankster]"
547,Whimsicott,7.00,66.00,Windveiled Pokemon,"This Pokemon appears, riding upon the wind.
But if the wind gusts up, it'll blow the cotton on
this Pokemon's head clean off.","[fairy, grass]","[chlorophyll, infiltrator, prankster]"
548,Petilil,5.00,66.00,Bulb Pokemon,"By pruning the leaves on its head with
regularity, this Pokemon can be grown into a
fine plump shape.",[grass],"[leaf-guard, own-tempo, chlorophyll]"
549,Lilligant,11.00,163.00,Flowering Pokemon,"As soon as it finds a male to be its partner,
the beautiful flower on its head darkens,
droops, and withers away.",[grass],"[leaf-guard, own-tempo, chlorophyll]"
550,Basculin,10.00,180.00,Hostile Pokemon,"Red and blue Basculin usually do not get along,
but sometimes members of one school mingle with
the other's school.",[water],"[mold-breaker, adaptability, reckless]"
551,Sandile,7.00,152.00,Desert Croc Pokemon,"It conceals itself in the sand and chomps down
on the legs of any prey that unwarily walk over
it. Its favorite food is Trapinch.","[dark, ground]","[anger-point, moxie, intimidate]"
552,Krokorok,10.00,334.00,Desert Croc Pokemon,"Thanks to the special membrane covering its
eyes, it can see its surroundings clearly, even in
the middle of the night.","[dark, ground]","[anger-point, moxie, intimidate]"
553,Krookodile,15.00,963.00,Intimidation Pokemon,"After clamping down with its powerful jaws,
it twists its body around to rip its prey in half.","[dark, ground]","[anger-point, moxie, intimidate]"
