id,name,types,height,weight,abilities,egg_groups,genus,description
372,Shelgon,[dragon],11.00,1105.00,"[overcoat, rock-head]",[dragon],Endurance Pokemon,"They lurk deep within cavesâ€motionless,
neither eating nor drinking. Why they don't die is
not known."
373,Salamence,"[flying, dragon]",15.00,1026.00,"[moxie, intimidate]",[dragon],Dragon Pokemon,"It flies around on its wings, which have grown in
at last. In its happiness, it gushes hot flames,
burning up the fields it passes over."
374,Beldum,"[psychic, steel]",6.00,952.00,"[light-metal, clear-body]",[mineral],Iron Ball Pokemon,"With magnetic traction, it pulls its opponents in
close. When they're in range, it slashes them
with its rear claws."
375,Metang,"[psychic, steel]",12.00,2025.00,"[light-metal, clear-body]",[mineral],Iron Claw Pokemon,"It adores magnetic minerals, so it pursues
Nosepass at speeds exceeding 60 mph."
376,Metagross,"[psychic, steel]",16.00,5500.00,"[light-metal, clear-body]",[mineral],Iron Leg Pokemon,"A linkage of two Metang, this Pokemon can
perform any calculation in a flash by utilizing
parallel processing in its four brains."
377,Regirock,[rock],17.00,2300.00,"[sturdy, clear-body]",[no-eggs],Rock Peak Pokemon,"Regirock's body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations."
378,Regice,[ice],18.00,1750.00,"[ice-body, clear-body]",[no-eggs],Iceberg Pokemon,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokemon.
Its icy body is so cold, it will not melt even if it is immersed
in magma."
379,Registeel,[steel],19.00,2050.00,"[light-metal, clear-body]",[no-eggs],Iron Pokemon,"Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth."
380,Latias,"[psychic, dragon]",14.00,400.00,[levitate],[no-eggs],Eon Pokemon,"Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokemon enfolds its body with its down and refracts
light to alter its appearance."
381,Latios,"[psychic, dragon]",20.00,600.00,[levitate],[no-eggs],Eon Pokemon,"Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokemon can fly faster than a
jet plane by folding its forelegs to minimize air resistance."
382,Kyogre,[water],45.00,3520.00,[drizzle],[no-eggs],Sea Basin Pokemon,"Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature."
383,Groudon,[ground],35.00,9500.00,[drought],[no-eggs],Continent Pokemon,"Through Primal Reversion and with nature's full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world."
384,Rayquaza,"[flying, dragon]",70.00,2065.00,[air-lock],[no-eggs],Sky High Pokemon,"It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve."
385,Jirachi,"[psychic, steel]",3.00,11.00,[serene-grace],[no-eggs],Wish Pokemon,"Jirachi will awaken from its sleep of a thousand years if you
sing to it in a voice of purity. It is said to make true any wish
that people desire."
386,Deoxys,[psychic],17.00,608.00,[pressure],[no-eggs],DNA Pokemon,"Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokemon
shoots lasers from the crystalline organ on its chest."
387,Turtwig,[grass],4.00,102.00,"[shell-armor, overgrow]","[plant, monster]",Tiny Leaf Pokemon,"It undertakes photosynthesis with its body, making
oxygen. The leaf on its head wilts if it is thirsty."
388,Grotle,[grass],11.00,970.00,"[shell-armor, overgrow]","[plant, monster]",Grove Pokemon,"It knows where pure water wells up. It carries fellow
Pokemon there on its back."
389,Torterra,"[ground, grass]",22.00,3100.00,"[shell-armor, overgrow]","[plant, monster]",Continent Pokemon,"Small Pokemon occasionally gather on its unmoving
back to begin building their nests."
390,Chimchar,[fire],5.00,62.00,"[iron-fist, blaze]","[humanshape, ground]",Chimp Pokemon,"The gas made in its belly burns from its rear end.
The fire burns weakly when it feels sick."
391,Monferno,"[fighting, fire]",9.00,220.00,"[iron-fist, blaze]","[humanshape, ground]",Playful Pokemon,"It uses ceilings and walls to launch aerial attacks.
Its fiery tail is but one weapon."
392,Infernape,"[fighting, fire]",12.00,550.00,"[iron-fist, blaze]","[humanshape, ground]",Flame Pokemon,"It tosses its enemies around with agility. It uses all
its limbs to fight in its own unique style."
393,Piplup,[water],4.00,52.00,"[defiant, torrent]","[ground, water1]",Penguin Pokemon,"Because it is very proud, it hates accepting food
from people. Its thick down guards it from cold."
394,Prinplup,[water],8.00,230.00,"[defiant, torrent]","[ground, water1]",Penguin Pokemon,"It lives a solitary life. Its wings deliver wicked blows
that can snap even the thickest of trees."
395,Empoleon,"[steel, water]",17.00,845.00,"[defiant, torrent]","[ground, water1]",Emperor Pokemon,"The three horns that extend from its beak attest to
its power. The leader has the biggest horns."
396,Starly,"[flying, normal]",3.00,20.00,"[reckless, keen-eye]",[flying],Starling Pokemon,"They flock around mountains and fields, chasing
after bug Pokemon. Their singing is noisy
and annoying."
397,Staravia,"[flying, normal]",6.00,155.00,"[reckless, intimidate]",[flying],Starling Pokemon,"It lives in forests and fields. Squabbles over
territory occur when flocks collide."
398,Staraptor,"[flying, normal]",12.00,249.00,"[reckless, intimidate]",[flying],Predator Pokemon,"When Staravia evolve into Staraptor, they leave the
flock to live alone. They have sturdy wings."
399,Bidoof,[normal],5.00,200.00,"[moody, unaware, simple]","[ground, water1]",Plump Mouse Pokemon,"It constantly gnaws on logs and rocks to whittle
down its front teeth. It nests alongside water."
400,Bibarel,"[water, normal]",10.00,315.00,"[moody, unaware, simple]","[ground, water1]",Beaver Pokemon,"It makes its nest by damming streams with bark and
mud. It is known as an industrious worker."
401,Kricketot,[bug],3.00,22.00,"[run-away, shed-skin]",[bug],Cricket Pokemon,"When its antennae hit each other, it sounds like the
music of a xylophone."
402,Kricketune,[bug],10.00,255.00,"[technician, swarm]",[bug],Cricket Pokemon,"It signals its emotions with its melodies. Scientists
are studying these melodic patterns."
403,Shinx,[electric],5.00,95.00,"[guts, intimidate, rivalry]",[ground],Flash Pokemon,"All of its fur dazzles if danger is sensed. It flees
while the foe is momentarily blinded."
404,Luxio,[electric],9.00,305.00,"[guts, intimidate, rivalry]",[ground],Spark Pokemon,"Strong electricity courses through the tips of its
sharp claws. A light scratch causes fainting in foes."
405,Luxray,[electric],14.00,420.00,"[guts, intimidate, rivalry]",[ground],Gleam Eyes Pokemon,"Luxray's ability to see through objects comes in
handy when it's scouting for danger."
406,Budew,"[poison, grass]",2.00,12.00,"[leaf-guard, poison-point, natural-cure]",[no-eggs],Bud Pokemon,"Over the winter, it closes its bud and endures the
cold. In spring, the bud opens and releases pollen."
407,Roserade,"[poison, grass]",9.00,145.00,"[technician, poison-point, natural-cure]","[plant, fairy]",Bouquet Pokemon,"With the movements of a dancer, it strikes with
whips that are densely lined with poison thorns."
408,Cranidos,[rock],9.00,315.00,"[sheer-force, mold-breaker]",[monster],Head Butt Pokemon,"In rock layers where Cranidos fossils are found,
the fossilized trunks of trees snapped in two
are also often found."
409,Rampardos,[rock],16.00,1025.00,"[sheer-force, mold-breaker]",[monster],Head Butt Pokemon,"Records exist of a revived fossil that evolved
into Rampardos. It proceeded to escape and
then destroy a skyscraper with a headbutt."
410,Shieldon,"[steel, rock]",5.00,570.00,"[soundproof, sturdy]",[monster],Shield Pokemon,"This Pokemon lived in primeval jungles. Few
enemies would have been willing to square off
against its heavily armored face, so it's thought."
411,Bastiodon,"[steel, rock]",13.00,1495.00,"[soundproof, sturdy]",[monster],Shield Pokemon,"It lived in the same environments as Rampardos.
Their fossils have been found togetherâ€
seemingly from after they'd fought to the finish."
412,Burmy,[bug],2.00,34.00,"[overcoat, shed-skin]",[bug],Bagworm Pokemon,"If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby."
413,Wormadam,"[grass, bug]",5.00,65.00,"[overcoat, anticipation]",[bug],Bagworm Pokemon,"When Burmy evolved, its cloak became a part of
this Pokemon's body. The cloak is never shed."
414,Mothim,"[flying, bug]",9.00,233.00,"[tinted-lens, swarm]",[bug],Moth Pokemon,"It flutters around at night and steals honey from
the Combee hive."
415,Combee,"[flying, bug]",3.00,55.00,"[hustle, honey-gather]",[bug],Tiny Bee Pokemon,"It collects and delivers honey to its colony.
At night, they cluster to form a beehive and sleep."
416,Vespiquen,"[flying, bug]",12.00,385.00,"[unnerve, pressure]",[bug],Beehive Pokemon,"Its abdomen is a honeycomb for grubs. It raises its
grubs on honey collected by Combee."
417,Pachirisu,[electric],4.00,39.00,"[volt-absorb, pickup, run-away]","[fairy, ground]",EleSquirrel Pokemon,"A pair may be seen rubbing their cheek pouches
together in an effort to share stored electricity."
418,Buizel,[water],7.00,295.00,"[water-veil, swift-swim]","[ground, water1]",Sea Weasel Pokemon,"It inflates the flotation sac around its neck and
pokes its head out of the water to see what is
going on."
419,Floatzel,[water],11.00,335.00,"[water-veil, swift-swim]","[ground, water1]",Sea Weasel Pokemon,"Its flotation sac developed as a result of pursuing
aquatic prey. It can double as a rubber raft."
420,Cherubi,[grass],4.00,33.00,[chlorophyll],"[plant, fairy]",Cherry Pokemon,"It evolves by sucking the energy out of the small
ball where it had been storing nutrients."
421,Cherrim,[grass],5.00,93.00,[flower-gift],"[plant, fairy]",Blossom Pokemon,"If it senses strong sunlight, it opens its folded
petals to absorb the sun's rays with its whole body."
422,Shellos,[water],3.00,63.00,"[sand-force, storm-drain, sticky-hold]","[indeterminate, water1]",Sea Slug Pokemon,"Purple mucus sticks to the hands of anyone
who touches it. Take care, as the substance is
troublesome to wash off. "
423,Gastrodon,"[ground, water]",9.00,299.00,"[sand-force, storm-drain, sticky-hold]","[indeterminate, water1]",Sea Slug Pokemon,"Plankton, invisible to the naked eye, is its main
food source. It comes onto the land periodically,
but the reason for this is not known."
424,Ambipom,[normal],12.00,203.00,"[skill-link, pickup, technician]",[ground],Long Tail Pokemon,"To eat, it deftly shucks nuts with its two tails.
It rarely uses its arms now."
425,Drifloon,"[flying, ghost]",4.00,12.00,"[flare-boost, unburden, aftermath]",[indeterminate],Balloon Pokemon,"If for some reason its body bursts, its soul spills
out with a screaming sound."
426,Drifblim,"[flying, ghost]",12.00,150.00,"[flare-boost, unburden, aftermath]",[indeterminate],Blimp Pokemon,"Even while under careful observation, large
flocks of Drifblim flying at dusk will inexplicably
disappear from view."
427,Buneary,[normal],4.00,55.00,"[limber, klutz, run-away]","[humanshape, ground]",Rabbit Pokemon,"When it senses danger, it perks up its ears.
On cold nights, it sleeps with its head tucked into
its fur."
428,Lopunny,[normal],12.00,333.00,"[limber, klutz, cute-charm]","[humanshape, ground]",Rabbit Pokemon,"The ears appear to be delicate. If they are touched
roughly, it kicks with its graceful legs."
429,Mismagius,[ghost],9.00,44.00,[levitate],[indeterminate],Magical Pokemon,"Mismagius have been known to cast spells to
make people fall in love, so some people search
for this Pokemon as if their life depended on it."
430,Honchkrow,"[flying, dark]",9.00,273.00,"[moxie, super-luck, insomnia]",[flying],Big Boss Pokemon,"If its Murkrow cronies fail to catch food for it,
or if it feels they have betrayed it, it will hunt
them down wherever they are and punish them."
431,Glameow,[normal],5.00,39.00,"[keen-eye, own-tempo, limber]",[ground],Catty Pokemon,"When it's happy, Glameow demonstrates beautiful
movements of its tail, like a dancing ribbon."
432,Purugly,[normal],10.00,438.00,"[defiant, own-tempo, thick-fat]",[ground],Tiger Cat Pokemon,"To make itself appear intimidatingly beefy, it tightly
cinches its waist with its twin tails."
433,Chingling,[psychic],2.00,6.00,[levitate],[no-eggs],Bell Pokemon,"There is an orb inside its mouth. When it hops,
the orb bounces all over and makes a
ringing sound."
434,Stunky,"[dark, poison]",4.00,192.00,"[keen-eye, aftermath, stench]",[ground],Skunk Pokemon,"It protects itself by spraying a noxious fluid from its
rear. The stench lingers for 24 hours."
435,Skuntank,"[dark, poison]",10.00,380.00,"[keen-eye, aftermath, stench]",[ground],Skunk Pokemon,"It sprays a stinky fluid from its tail. The fluid smells
worse the longer it is allowed to fester."
436,Bronzor,"[psychic, steel]",5.00,605.00,"[heavy-metal, heatproof, levitate]",[mineral],Bronze Pokemon,"Implements shaped like it were discovered in
ancient tombs. It is unknown if they are related."
437,Bronzong,"[psychic, steel]",13.00,1870.00,"[heavy-metal, heatproof, levitate]",[mineral],Bronze Bell Pokemon,"Ancient people believed that petitioning Bronzong
for rain was the way to make crops grow."
438,Bonsly,[rock],5.00,150.00,"[rattled, rock-head, sturdy]",[no-eggs],Bonsai Pokemon,"From its eyes, it can expel excess moisture from
its body. This liquid is similar in composition to
human sweat."
439,Mime Jr.,"[fairy, psychic]",6.00,130.00,"[technician, filter, soundproof]",[no-eggs],Mime Pokemon,"It habitually mimics foes. Once mimicked, the foe
cannot take its eyes off this Pokemon."
440,Happiny,[normal],6.00,244.00,"[friend-guard, serene-grace, natural-cure]",[no-eggs],Playhouse Pokemon,"It's too small to lay eggs yet. As a surrogate,
it searches out round white stones."
441,Chatot,"[flying, normal]",5.00,19.00,"[big-pecks, tangled-feet, keen-eye]",[flying],Music Note Pokemon,"It can learn and speak human words. If they gather,
they all learn the same saying."
442,Spiritomb,"[dark, ghost]",10.00,1080.00,"[infiltrator, pressure]",[indeterminate],Forbidden Pokemon,"It was bound to a fissure in an odd keystone as
punishment for misdeeds 500 years ago."
443,Gible,"[ground, dragon]",7.00,205.00,"[rough-skin, sand-veil]","[dragon, monster]",Land Shark Pokemon,"It skulks in caves, and when prey or an enemy
passes by, it leaps out and chomps them. The
force of its attack sometimes chips its teeth."
444,Gabite,"[ground, dragon]",14.00,560.00,"[rough-skin, sand-veil]","[dragon, monster]",Cave Pokemon,"Shiny objects are its passion. It can be found in
its cave, scarcely moving, its gaze fixed on the
jewels it's amassed or Carbink it has caught."
445,Garchomp,"[ground, dragon]",19.00,950.00,"[rough-skin, sand-veil]","[dragon, monster]",Mach Pokemon,"The protuberances on its head serve as
sensors. It can even detect distant prey."
446,Munchlax,[normal],6.00,1050.00,"[gluttony, thick-fat, pickup]",[no-eggs],Big Eater Pokemon,"When it finds something that looks like it might
be edible, it goes right ahead and swallows it
whole. That's why it gets fatter day by day."
447,Riolu,[fighting],7.00,202.00,"[prankster, inner-focus, steadfast]",[no-eggs],Emanation Pokemon,"It's tough enough to run right through the night,
and it's also a hard worker, but it's still just
a youngster."
448,Lucario,"[steel, fighting]",12.00,540.00,"[justified, inner-focus, steadfast]","[humanshape, ground]",Aura Pokemon,"They can detect the species of a living beingâ€
and its emotionsâ€from over half a mile away.
They control auras and hunt their prey in packs."
449,Hippopotas,[ground],8.00,495.00,"[sand-force, sand-stream]",[ground],Hippo Pokemon,"It enshrouds itself with sand to protect itself from
germs. It does not enjoy getting wet."
450,Hippowdon,[ground],20.00,3000.00,"[sand-force, sand-stream]",[ground],Heavyweight Pokemon,"It blasts internally stored sand from ports on its
body to create a towering twister for attack."
451,Skorupi,"[bug, poison]",8.00,120.00,"[keen-eye, sniper, battle-armor]","[water3, bug]",Scorpion Pokemon,"It burrows under the sand to lie in wait for prey.
Its tail claws can inject its prey with a
savage poison."
452,Drapion,"[dark, poison]",13.00,615.00,"[keen-eye, sniper, battle-armor]","[water3, bug]",Ogre Scorpion Pokemon,"It has the power in its clawed arms to make scrap
of a car. The tips of its claws release poison."
453,Croagunk,"[fighting, poison]",7.00,230.00,"[poison-touch, dry-skin, anticipation]",[humanshape],Toxic Mouth Pokemon,"Inflating its poison sacs, it fills the area with an odd
sound and hits flinching opponents with a
poison jab."
454,Toxicroak,"[fighting, poison]",13.00,444.00,"[poison-touch, dry-skin, anticipation]",[humanshape],Toxic Mouth Pokemon,"Its knuckle claws secrete a toxin so vile that even a
scratch could prove fatal."
455,Carnivine,[grass],14.00,270.00,[levitate],[plant],Bug Catcher Pokemon,"It binds itself to trees in marshes. It attracts prey
with its sweet-smelling drool and gulps them down."
456,Finneon,[water],4.00,70.00,"[water-veil, storm-drain, swift-swim]",[water2],Wing Fish Pokemon,"Its double tail fins propel its energetic jumps.
When it breaks the surface of the sea, Wingull
swoop down to grab it on the fly."
457,Lumineon,[water],12.00,240.00,"[water-veil, storm-drain, swift-swim]",[water2],Neon Pokemon,"This deep-sea Pokemon lives at the bottom of
the sea. Its fins haul it over the seabed in
search of its favorite foodâ€Starmie."
458,Mantyke,"[flying, water]",10.00,650.00,"[water-veil, water-absorb, swift-swim]",[no-eggs],Kite Pokemon,"When it swims close to the surface of the ocean,
people aboard ships are able to observe the pattern
on its back."
459,Snover,"[ice, grass]",10.00,505.00,"[soundproof, snow-warning]","[plant, monster]",Frost Tree Pokemon,"In the spring, it grows berries with the texture of
frozen treats around its belly."
460,Abomasnow,"[ice, grass]",22.00,1355.00,"[soundproof, snow-warning]","[plant, monster]",Frost Tree Pokemon,"It lives a quiet life on mountains that are perpetually
covered in snow. It hides itself by whipping
up blizzards."
461,Weavile,"[ice, dark]",11.00,340.00,"[pickpocket, pressure]",[ground],Sharp Claw Pokemon,"They dwell in cold places. This Pokemon's main
food source in Alola is Vulpix and Sandshrew,
which they carefully divide among their group."
462,Magnezone,"[steel, electric]",12.00,1800.00,"[analytic, sturdy, magnet-pull]",[mineral],Magnet Area Pokemon,"As it zooms through the sky, this Pokemon
seems to be receiving signals of unknown origin,
while transmitting signals of unknown purpose."
463,Lickilicky,[normal],17.00,1400.00,"[cloud-nine, oblivious, own-tempo]",[monster],Licking Pokemon,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate."
464,Rhyperior,"[rock, ground]",24.00,2828.00,"[reckless, solid-rock, lightning-rod]","[ground, monster]",Drill Pokemon,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times."
465,Tangrowth,[grass],20.00,1286.00,"[regenerator, leaf-guard, chlorophyll]",[plant],Vine Pokemon,"Its vines grow so profusely that, in the warm
season, you can't even see its eyes."
466,Electivire,[electric],18.00,1386.00,"[vital-spirit, motor-drive]",[humanshape],Thunderbolt Pokemon,"When it gets excited, it thumps its chest. With
every thud, thunder roars and electric sparks
shower all around."
467,Magmortar,[fire],16.00,680.00,"[vital-spirit, flame-body]",[humanshape],Blast Pokemon,"From its arm, it launches fireballs hotter than
3,500 degrees Fahrenheit. Its arm starts to
melt when it fires a whole barrage."
468,Togekiss,"[flying, fairy]",15.00,380.00,"[super-luck, serene-grace, hustle]","[fairy, flying]",Jubilee Pokemon,"It shares many blessings with people who respect
one another's rights and avoid needless strife."
469,Yanmega,"[flying, bug]",19.00,515.00,"[frisk, tinted-lens, speed-boost]",[bug],Ogre Darner Pokemon,"This six-legged Pokemon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced."
470,Leafeon,[grass],10.00,255.00,"[chlorophyll, leaf-guard]",[ground],Verdant Pokemon,"The younger they are, the more they smell like
fresh grass. With age, their fragrance takes on
the odor of fallen leaves."
471,Glaceon,[ice],8.00,259.00,"[ice-body, snow-cloak]",[ground],Fresh Snow Pokemon,"It freezes its fur into icicles, spiky and sharp,
and tackles its prey."
472,Gliscor,"[flying, ground]",20.00,425.00,"[poison-heal, sand-veil, hyper-cutter]",[bug],Fang Scorpion Pokemon,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest."
473,Mamoswine,"[ground, ice]",25.00,2910.00,"[thick-fat, snow-cloak, oblivious]",[ground],Twin Tusk Pokemon,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age."
474,Porygon-Z,[normal],9.00,340.00,"[analytic, download, adaptability]",[mineral],Virtual Pokemon,"Its program was modified to facilitate
extra-dimensional activities, but that led to
noticeably strange behavior."
475,Gallade,"[fighting, psychic]",16.00,520.00,"[justified, steadfast]",[indeterminate],Blade Pokemon,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows."
476,Probopass,"[steel, rock]",14.00,3400.00,"[sand-force, magnet-pull, sturdy]",[mineral],Compass Pokemon,"The main body controls three mobile units called
Mini-Noses, which it maneuvers to catch prey."
477,Dusknoir,[ghost],22.00,1066.00,"[frisk, pressure]",[indeterminate],Gripper Pokemon,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there."
478,Froslass,"[ghost, ice]",13.00,266.00,"[cursed-body, snow-cloak]","[mineral, fairy]",Snow Land Pokemon,"The soul of a woman lost on a snowy mountain
possessed an icicle, becoming this Pokemon.
The food it most relishes is the souls of men."
479,Rotom,"[ghost, electric]",3.00,3.00,[levitate],[indeterminate],Plasma Pokemon,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc."
480,Uxie,[psychic],3.00,3.00,[levitate],[no-eggs],Knowledge Pokemon,"It is said that its emergence gave humans the
intelligence to improve their quality of life."
481,Mesprit,[psychic],3.00,3.00,[levitate],[no-eggs],Emotion Pokemon,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake's surface."
482,Azelf,[psychic],3.00,3.00,[levitate],[no-eggs],Willpower Pokemon,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg."
483,Dialga,"[dragon, steel]",54.00,6830.00,"[telepathy, pressure]",[no-eggs],Temporal Pokemon,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity."
484,Palkia,"[dragon, water]",42.00,3360.00,"[telepathy, pressure]",[no-eggs],Spatial Pokemon,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology."
485,Heatran,"[steel, fire]",17.00,4300.00,"[flame-body, flash-fire]",[no-eggs],Lava Dome Pokemon,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves."
486,Regigigas,[normal],37.00,4200.00,[slow-start],[no-eggs],Colossal Pokemon,"There is an enduring legend that states this
Pokemon towed continents with ropes."
487,Giratina,"[dragon, ghost]",45.00,7500.00,"[telepathy, pressure]",[no-eggs],Renegade Pokemon,"It was banished for its violence. It silently gazed
upon the old world from the Distortion World."
488,Cresselia,[psychic],15.00,856.00,[levitate],[no-eggs],Lunar Pokemon,"Those who sleep holding Cresselia's feather are
assured of joyful dreams. It is said to represent
the crescent moon."
489,Phione,[water],4.00,31.00,[hydration],"[fairy, water1]",Sea Drifter Pokemon,"It drifts in warm seas. It always returns to where it
was born, no matter how far it may have drifted."
490,Manaphy,[water],3.00,14.00,[hydration],"[fairy, water1]",Seafaring Pokemon,"It starts its life with a wondrous power that permits
it to bond with any kind of Pokemon."
491,Darkrai,[dark],15.00,505.00,[bad-dreams],[no-eggs],Pitch-Black Pokemon,"It can lull people to sleep and make them dream.
It is active during nights of the new moon."
492,Shaymin,[grass],2.00,21.00,[natural-cure],[no-eggs],Gratitude Pokemon,"The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers."
493,Arceus,[normal],32.00,3200.00,[multitype],[no-eggs],Alpha Pokemon,"It is told in mythology that this Pokemon was born
before the universe even existed."
494,Victini,"[fire, psychic]",4.00,40.00,[victory-star],[no-eggs],Victory Pokemon,"When it shares the infinite energy it creates,
that being's entire body will be overflowing
with power."
495,Snivy,[grass],6.00,81.00,"[contrary, overgrow]","[plant, ground]",Grass Snake Pokemon,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop."
496,Servine,[grass],8.00,160.00,"[contrary, overgrow]","[plant, ground]",Grass Snake Pokemon,"When it gets dirty, its leaves can't be used in
photosynthesis, so it always keeps itself clean."
497,Serperior,[grass],33.00,630.00,"[contrary, overgrow]","[plant, ground]",Regal Pokemon,"It can stop its opponents' movements with just a
glare. It takes in solar energy and boosts
it internally."
498,Tepig,[fire],5.00,99.00,"[thick-fat, blaze]",[ground],Fire Pig Pokemon,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp."
499,Pignite,"[fighting, fire]",10.00,555.00,"[thick-fat, blaze]",[ground],Fire Pig Pokemon,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke."
500,Emboar,"[fighting, fire]",16.00,1500.00,"[reckless, blaze]",[ground],Mega Fire Pig Pokemon,"It has mastered fast and powerful fighting moves.
It grows a beard of fire."
501,Oshawott,[water],5.00,59.00,"[shell-armor, torrent]",[ground],Sea Otter Pokemon,"It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing."
502,Dewott,[water],8.00,245.00,"[shell-armor, torrent]",[ground],Discipline Pokemon,"As a result of strict training, each Dewott learns
different forms for using the scalchops."
503,Samurott,[water],15.00,946.00,"[shell-armor, torrent]",[ground],Formidable Pokemon,"One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody."
504,Patrat,[normal],5.00,116.00,"[analytic, keen-eye, run-away]",[ground],Scout Pokemon,"Extremely cautious, one of them will always be on
the lookout, but it won't notice a foe coming
from behind."
505,Watchog,[normal],11.00,270.00,"[analytic, keen-eye, illuminate]",[ground],Lookout Pokemon,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches."
506,Lillipup,[normal],4.00,41.00,"[run-away, pickup, vital-spirit]",[ground],Puppy Pokemon,"The long fur surrounding its face functions as
radar, enabling it to probe the condition of its
battle opponents."
507,Herdier,[normal],9.00,147.00,"[scrappy, sand-rush, intimidate]",[ground],Loyal Dog Pokemon,"This Pokemon obeys its master's orders
faithfully. However, it refuses to listen to
anything said by a person it doesn't respect."
508,Stoutland,[normal],12.00,610.00,"[scrappy, sand-rush, intimidate]",[ground],Big-Hearted Pokemon,"With this wise Pokemon, there could be no
concern that it would ever attack people. Some
parents even trust it to babysit."
509,Purrloin,[dark],4.00,101.00,"[prankster, unburden, limber]",[ground],Devious Pokemon,"They steal from people for fun, but their victims
can't help but forgive them. Their deceptively cute
act is perfect."
510,Liepard,[dark],11.00,375.00,"[prankster, unburden, limber]",[ground],Cruel Pokemon,"Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react."
511,Pansage,[grass],6.00,105.00,"[overgrow, gluttony]",[ground],Grass Monkey Pokemon,"It's good at finding berries and gathers them from
all over. It's kind enough to share them
with friends."
512,Simisage,[grass],11.00,305.00,"[overgrow, gluttony]",[ground],Thorn Monkey Pokemon,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter."
513,Pansear,[fire],6.00,110.00,"[blaze, gluttony]",[ground],High Temp Pokemon,"This Pokemon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit."
514,Simisear,[fire],10.00,280.00,"[blaze, gluttony]",[ground],Ember Pokemon,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets."
515,Panpour,[water],6.00,135.00,"[torrent, gluttony]",[ground],Spray Pokemon,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large."
516,Simipour,[water],10.00,290.00,"[torrent, gluttony]",[ground],Geyser Pokemon,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail."
517,Munna,[psychic],6.00,233.00,"[telepathy, synchronize, forewarn]",[ground],Dream Eater Pokemon,"It eats the dreams of people and Pokemon. When it
eats a pleasant dream, it expels pink-colored mist."
518,Musharna,[psychic],11.00,605.00,"[telepathy, synchronize, forewarn]",[ground],Drowsing Pokemon,"The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten."
519,Pidove,"[flying, normal]",3.00,21.00,"[rivalry, super-luck, big-pecks]",[flying],Tiny Pigeon Pokemon,"These Pokemon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas."
520,Tranquill,"[flying, normal]",6.00,150.00,"[rivalry, super-luck, big-pecks]",[flying],Wild Pigeon Pokemon,"No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer."
521,Unfezant,"[flying, normal]",12.00,290.00,"[rivalry, super-luck, big-pecks]",[flying],Proud Pokemon,"Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers."
522,Blitzle,[electric],8.00,298.00,"[sap-sipper, motor-drive, lightning-rod]",[ground],Electrified Pokemon,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate."
